Subject,Catalog Number,Title,Topic,Campus
SYDE,114,Matrices & Linear Systems,,UW
SYDE,182,Physics 2: Dynamics,,UW
SYDE,201,Seminar,,UW
SYDE,211,Calculus 3,,UW
SYDE,261,"Design, Systems & Society",,UW
SYDE,263,Engineering Prototyping,,UW
SYDE,283,"Physics 3: Electr, Magn & Opt",,UW
SYDE,285,Materials Chemistry,,UW
SYDE,302,Seminar,,UW
SYDE,312,Applied Linear Algebra,,UW
SYDE,334,Applied Statistics,,UW
SYDE,352,Intro Control Systems,,UW
SYDE,352L,Control Systems Lab,,UW
SYDE,362,"Meth 2: Test, Verif & Validate",,UW
SYDE,402,Seminar,,UW
SYDE,462,Capstone Project 2,,UW
SYDE,532,Intro Complex Systems,,UW
SYDE,535,Soc & Env Systems Comp Sim,,UW
SYDE,542,Interface Design,,UW
SYDE,543,Cognitive Ergonomics,,UW
SYDE,548,User Centred Design Methods,,UW
SYDE,552,Computational Neuroscience,,UW
SYDE,584,Physiol Sys & Biomed Dsgn,,UW
SYDE,599,Special Topics,Hlth Care Operation & Practice,UW
SYDE,599,Special Topics,Apps Drvng Sims to Driver Sfty,UW
THPERF,100,Intro Theatre,,UW
THPERF,102,Intro Performance,,UW
THPERF,112,Intro Black Arts/Culture/Lit,,UW
THPERF,149,Intro Critical Design Practice,,BLND
THPERF,149,Intro Critical Design Practice,,BLND
THPERF,244,Technical Production 2,,UW
THPERF,246,Design for Performance Media,,UW
THPERF,307,Production Participation 4,Dramaturgy,UW
THPERF,321,Approaches to Acting: Text,,UW
THPERF,378,Race & Performance,,UW
THPERF,379,Mixed Reality Design,,UW
THPERF,400,Collaborative Performance Prj,Technical,UW
THPERF,407,Production Participation 8,Dramaturgy,UW
UCR,192E,Eng Comm (COMPE/ELE/MGTE),,REN
UNDC,100W,Introduction to the UNODC(WLU),,ONLNL
VCULT,101,Art History & Visual Culture,,UW
VCULT,112,Intro Black Arts/Culture/Lit,,UW
VCULT,400,Visual Culture Seminar,,UW
VCULT,401,Adv Sem Visual Culture,,UW
WKRPT,100,Work-term Report,,UW
WKRPT,200,Work-term Report,,UW
WKRPT,300,Work-term Report,,UW
WKRPT,400,Work-term Report,,UW
